text,label
"President Obama's proposal calls for serious cuts in our own long-term carbon emissions, but China and India will still be allowed to increase their emissions.",0
"Recent record-low water levels in Lake Michigan are evidence that global warming is leading to ""the evaporation of our Great Lakes.""",1
"Scientists are ""questioning the original idea that man-made global warming is what is causing the climate to change. """,0
Scientists project that the Arctic will be ice-free in the summer of 2013.,0
Sen. George LeMieux voted to let oil companies off the hook and overturn pollution rules.,0
Solar panels drain the sun's energy.,0
"Surface temperatures on Earth ""have stabilized.""",0
The carbon footprint on wind [energy] is significant.,0
The EPA director under Obama said the Clean Power Initiative would have no effect on man-made CO2 emissions.,0
"The Obama administration ""has been constrained by the Oil Pollution Act of 1990, which basically gives the responsible party the lead role in trying to not only fix the problem, but contain the problem.""",1
"The United States is the leading nation in the world ""with the highest amount of doubt about the conventional wisdom of climate change.""",1
"There are about 120,000 solar energy jobs in the United States, but only 1,700 of them are in Georgia.",0
There are already more American jobs in the solar industry than in coal mining.,1
There is a link between climate change and the NSW bushfires.,0
there is no relationship between temperature and carbon dioxide emissions by Â­humans[...],0
There is not a single candidate in the Republican primary that thinks we should do anything about climate change.,0
Tony Abbott the Opposition must respect the Government's mandate to overturn the carbon tax.,0
"U.S. Pays $1 Billion into Green Climate Fund, Top Polluters Pay Nothing",0
Weather Channel Co-Founder John Coleman Calls Global Warming a Hoax,1
Weather Channel co-founder John Coleman provided evidence that convincingly refutes the concept of anthropogenic global warming.,0
You're going to have an increase in the amount of ice in Antarctica because of global warming.,0
Bill Gates claims pandemic's 'misery' will 'happen regularly' if climate change is not stopped,1
Latest IPCC Reports (AR5) have shown global mean temperature forecasts from the 2005 IPCC report exceeded actual readings.,0
Past Australian droughts occurred when global temperatures were lower than now and wetter years occurred when such temperatures were rising.,1
contrary to the hypothesis that rising temperature is caused by increasing CO2.,0
The Millennium Drought starting in 1997 and ending in 2010 was misinterpreted as a long term trend as a consequence of Climate Change.,1
During the period 1940 to 1976 there was a cooling of the climate despite increasing CO2 levels.,0
"Over the past one million years climate cycles ranging from Ice Ages to warmer periods have been caused by changing levels of energy from the sun, planetary alignments and ocean currents.",1
"The increase in atmospheric methane, a greenhouse gas, in the latter part of the 20th century was explained as coming from expansion of grazing and rice cultivation, but the cause was found to be leaking gas pipelines in the Soviet Union which are now being properly managed and maintained.",1
Global warming is causing more hurricanes and stronger hurricanes.,1
Global warming is increasing the magnitude and frequency of droughts and floods.,1
Global warming is causing snow to disappear.,1
"Arctic, Antarctic and Greenland ice loss is accelerating due to global warming.",1
Global warming responsible for record 2019 July warmth in Alaska.,1
"Rising atmospheric CO2 concentrations are causing ocean acidification, which is catastrophically harming marine life.",1
"When life is considered, ocean acidification is often found to be a non-problem, or even a benefit.",0
Carbon pollution is a health hazard.,1
The rate of global sea level rise on average has fallen by 40% the last century.,0
Snowfall is increasing in the fall and winter in the Northern Hemisphere and North America with many records being set.,1
Droughts and floods have not changed since weve been using fossil fuels,0
Heat waves have been decreasing since the 1930s in the U.S. and globally.,0
Climategate CRU emails suggest conspiracy,0
Extreme weather isn't caused by global warming,0
Arctic icemelt is a natural cycle,1
Water vapor is the most powerful greenhouse gas,1
Polar bear numbers are increasing,1
"Through its impacts on the climate, CO2 presents a danger to public health and welfare, and thus qualifies as an air pollutant",1
IPCC were wrong about Himalayan glaciers,1
Clouds provide negative feedback,0
Greenland ice sheet won't collapse,0
Excess CO2 from human emissions has a long residence time of over 100 years,0
Scientists tried to 'hide the decline' in global temperature,0
'Global warming' and 'climate change' mean different things and have both been used for decades.,0
IPCC overestimate temperature rise,0
Peer review process was corrupted,1
"Global sea level data shows that sea level rise has been increasing since 1880 while future sea level rise predictions are based on  physics, not statistics.",1
Humans are too insignificant to affect global climate,0
Lindzen and Choi find low climate sensitivity,1
Infrared Iris will reduce global warming,0
Dropped stations introduce warming bias,0
"Over 31,000 scientists signed the OISM Petition Project",1
Less than half of published scientists endorse global warming,0
Freedom of Information (FOI) requests were ignored,1
Tuvalu sea level isn't rising,0
Renewables can't provide baseload power,0
97% consensus on human-caused global warming has been disproven,0
Adapting to global warming is cheaper than preventing it,1
Venus doesn't have a runaway greenhouse effect,0
"CO2 increase is natural, not human-caused",0
Renewable energy investment kills jobs,0
Greenland has only lost a tiny fraction of its ice mass,0
Royal Society embraces skepticism,1
IPCC graph showing accelerating trends is misleading,1
Climate change isn't increasing extreme weather damage costs,0
UAH atmospheric temperatures prove climate models and/or surface temperature data sets are wrong,1
We didn't have global warming during the Industrial Revolution,0
Loehle and Scafetta find a 60 year cycle causing global warming,1
We have had ice ages and warmer periods when alligators were found in Spitzbergen.,1
"Scientific analysis of past climates shows that greenhouse gasses, principally CO2, have controlled most ancient climate changes.",1
"This makes it clear that this time around humans are the cause, mainly by our CO2 emissions.",1
"The data suggests solar activity is influencing the global climate causing the world to get warmer.""",0
"In the last 35 years of global warming, the sun has shown a slight cooling trend.",1
"The consequences of climate change become increasingly bad after each additional degree of warming, with the consequences of 2°C being quite damaging and the consequences of 4°C being potentially catastrophic.",1
"The Petition Project features over 31,000 scientists signing the petition stating ""There is no convincing scientific evidence that human release of carbon dioxide will, in the forseeable future, cause catastrophic heating of the Earth's atmosphere ..."".",1
That humans are causing global warming is the position of the Academies of Science from 80 countries plus many scientific organizations that study climate science.,1
All the indicators show that global warming is still happening.,1
"Surface temperatures can show short-term cooling when heat is exchanged between the atmosphere and the ocean, which has a much greater heat capacity than the air.",1
"""[Models] are full of fudge factors that are fitted to the existing climate, so the models more or less agree with the observed data.",0
"While there are uncertainties with climate models, they successfully reproduce the past and have made predictions that have been subsequently confirmed by observations.",0
"The warming trend is the same in rural and urban areas, measured by thermometers and satellites, and by natural thermometers.",1
"We found 68 stations located  at wastewater treatment plants, where the process of waste digestion  causes temperatures to be higher than in surrounding areas.",1
"Numerous studies into the effect of urban heat island effect and microsite influences find they have negligible effect on long-term trends, particularly when averaged over large regions.",0
The increase in temperatures since 1975 is a consistent feature of all reconstructions.,1
A large number of ancient mass extinction events have been strongly linked to global climate change.,1
"Because current climate change is so rapid, the way species typically adapt (eg - migration) is, in most cases, simply not be possible.",0
"Every part of the Earth's climate system has continued warming since 1998, with 2015 shattering temperature records.",1
"[Ice] is expanding in much of Antarctica, contrary to the widespread public belief that global warming is melting the continental ice cap.",0
The majority of peer reviewed research at the time predicted warming due to increasing CO2.,1
"""An article in Science magazine illustrated that a rise in carbon dioxide did not precede a rise in temperatures, but actually lagged behind temperature rises by 200 to 1000 years.",0
The warming causes the oceans to release CO2.,1
"The CO2 amplifies the warming and mixes through the atmosphere, spreading warming throughout the planet.",1
So CO2 causes warming AND rising temperature causes CO2 rise.,1
"""His [Dr Spencer's] latest research demonstrates that – in the short term, at any rate –  the temperature feedbacks that the IPCC imagines will greatly amplify  any initial warming caused by CO2 are net-negative, attenuating the  warming they are supposed to enhance.",0
"His best estimate is that the  warming in response to a doubling of CO2 concentration, which may happen  this century unless the usual suspects get away with shutting down the  economies of the West, will be a harmless 1 Fahrenheit degree, not the 6  F predicted by the IPCC.""",0
Climate sensitivity can be calculated empirically by comparing past temperature change to natural forcings at the time.,1
"Some global warming 'skeptics' argue that the Earth's climate sensitivity is so low that a doubling of atmospheric CO2 will result in a surface temperature change on the order of 1°C or less, and that therefore global warming is nothing to worry about.",0
"The warming effect from more CO2 greatly outstrips the influence from changes in the Earth's orbit or solar activity, even if solar levels were to drop to Maunder Minimum levels.",1
'Our harmless emissions of trifling quantities of carbon dioxide cannot possibly acidify the oceans.,0
"The current debate on the connection between CO2 emissions and climate change has largely overlooked an independent and equally serious problem, the increasing acidity of our oceans.",1
"Last December, the respected  journal “Oceanography” published projections (see graphic below) for this rising acidity, measured by falling pH",1
"Since the hockey stick paper in 1998, there have been a number of proxy studies analysing a variety of different sources including corals, stalagmites, tree rings, boreholes and ice cores.",1
They all confirm the original hockey stick conclusion: the 20th century is the warmest in the last 1000 years and that warming was most dramatic after 1920.,1
"A number of independent investigations from different countries, universities and government bodies have investigated the stolen emails and found no evidence of wrong doing.",1
"Focusing on a few suggestive emails, taken out of context, merely serves to distract from the wealth of empirical evidence for man-made global warming.",1
“[T]he 1079 emails and 72 documents seem indeed evidence of a scandal  involving most of the most prominent scientists pushing the man-made  warming theory - a scandal that is one of the greatest in modern  science.,1
"It found the scientists' rigour and honesty are not in doubt, and their behaviour did not prejudice the IPCC's conclusions, though they did fail to display the proper degree of openness.",0
[…] Constant 24-7  media coverage of every significant storm worldwide just makes it seem  that way.”,1
It is unclear whether global warming is increasing hurricane frequency but there is increasing evidence that warming increases hurricane intensity.,1
"Al Gore's film was ""broadly accurate"" according to an expert witness called when an attempt was made through the courts to prevent the film being shown in schools.",0
"While there are minor errors in An Inconvenient Truth, the main truths presented - evidence to show mankind is causing global warming and its various impacts is consistent with peer reviewed science.",0
"While there are isolated cases of growing glaciers, the overwhelming trend in glaciers worldwide is retreat.",1
"In fact, the global melt rate has been accelerating since the mid-1970s.",1
"Cosmic ray counts have increased over the past 50 years, so if they do influence global temperatures, they are having a cooling effect.",1
"By regulating the Earth’s cloud cover, the Sun  can turn the temperature up and down. ...",1
"While the link between cosmic rays and cloud cover is yet to be confirmed, more importantly, there has been no correlation between cosmic rays and global temperatures over the last 30 years of global warming.",1
"In fact, in recent years when cosmic rays should have been having their largest cooling effect on record, temperatures have been at their highest on record.",0
"Hypothetically, an increasing solar magnetic field could deflect galactic cosmic rays, which hypothetically seed low-level clouds, thus decreasing the Earth's reflectivity and causing global warming.",0
"Steve McIntyre noticed a strange  discontinuity in US temperature data, occurring around January 2000.",1
"As a result, ""The warmest  year on US record is now 1934.",0
"Nevertheless over the last decade, daily record high temperatures occurred twice as often as record lows.",0
"""The 30 major droughts of the 20th century were likely natural in all respects; and, hence, they are ""indicative of what could also happen in the future,"" as Narisma",0
Everybody knows that the Pacific island of Tuvalu is sinking. ...,1
Around 1990 it became obvious the local tide-gauge did not agree - there was no evidence of 'sinking.',0
What they find is sea level rise has been steadily accelerating over the past century.,1
"A paper by Ross McKitrick, an economics professor at the  University of Guelph, and Patrick Michaels, an environmental studies  professor at the University of Virginia, concludes that half of the  global warming trend from 1980 to 2002 is caused by Urban Heat Island.",1
"While urban areas are undoubtedly warmer than surrounding rural areas, this has had little to no impact on warming trends.",1
"While the Medieval Warm Period saw unusually warm temperatures in some regions, globally the planet was cooler than current conditions.",1
Now scientists are telling us that Mars is experiencing its own planetary warming: Martian warming.,1
"""In 2007, the Northern Hemisphere reached a record low in ice coverage and the Northwest Passage was opened.",1
What you were not told was that the data that triggered this record is only available back to the late 1970s.,0
"We know the Northwest Passage had been open before.""",1
Arctic sea ice has been retreating over the past 30 years.,1
Surface measurements find more downward infrared radiation warming the planet's surface.,1
"This provides a direct, empirical causal link between CO2 and global warming.",0
Early estimates of ocean heat from the Argo showed a cooling bias due to pressure sensor issues.,1
The CO2 that nature emits (from the ocean and vegetation) is balanced by natural absorptions (again by the ocean and vegetation).,1
"Therefore human emissions upset the natural balance, rising CO2 to levels not seen in at least 800,000 years.",1
"In fact, human emit 26 gigatonnes of CO2 per year while CO2 in the atmosphere is rising by only 15 gigatonnes per year - much of human CO2 emissions is being absorbed by natural sinks.",1
"""Unquestionably, the U.N. Intergovernmental Panel on Climate Change (IPCC) was formed to build the scientific case for humanity being the primary cause of global warming.",1
"The IPCC lead authors are experts in their field, instructed to fairly represent the full range of the up-to-date, peer-reviewed literature.",1
Comparisons to the most recent data consistently finds that climate change is occurring more rapidly and intensely than indicated by IPCC predictions.,0
"Increased CO2 makes more water vapor, a greenhouse gas which amplifies warming",1
"The public understand it, in that if  you get a fall evening or spring evening and the sky is clear the heat  will escape and the temperature will drop and you get frost.",0
"If there is  a cloud cover, the heat is trapped by water vapour as a greenhouse gas  and the temperature stays quite warm.",0
Water vapour is the most dominant greenhouse gas.,1
"“A leading Canadian authority on polar bears, Mitch Taylor, said: ‘We’re  seeing an increase in bears that’s really unprecedented, and in places  where we’re seeing a decrease in the population",1
The costs of inaction far outweigh the costs of mitigation.,1
Economic assessments of proposed policy to put a price on carbon emissions are in widespread agreement that the net economic impact will be minor.,0
"Greenland on the whole is losing ice, as confirmed by multiple satellite and on the ground field measurements.",1
"(2005), where satellite altimetry  established that the mean thickness of the entire Greenland ice sheet  had increased at 2 inches per year – a total of almost 2 feet – in the  11 years 1993-2003.”",0
"While the Greenland interior is in mass balance, the coastlines are losing ice.",1
Overall Greenland is losing ice mass at an accelerating rate.,1
"While there are direct ways in which CO2 is a pollutant (acidification of the ocean), its primary impact is its greenhouse warming effect.",1
"While the greenhouse effect is a natural occurence, too much warming has severe negative impacts on agriculture, health and environment.",1
"'To suddenly label CO2 as a ""pollutant"" is a disservice to a gas that has played an enormous role in the development and sustainability of all life on this wonderful Earth.",0
Mother Earth has clearly ruled that CO2 is not a pollutant.',0
"Although it has some very important and beneficial effects, CO2 meets the legal and encyclopedic definitions of a ""pollutant"", and human CO2 emissions pose a threat to public health and welfare.",1
This growth stimulation occurs because CO2 is one of the two raw materials (the other being water) that are required for photosynthesis.,1
"Less energy is escaping to space: Carbon dioxide (CO2) acts like a blanket; adding more CO2 makes the 'blanket' thicker, and humans are adding more CO2 all the time.",1
"""There is no actual evidence that carbon dioxide emissions are causing global warming.",0
Satellite and surface measurements find less energy is escaping to space at CO2 absorption wavelengths.,1
The sun has shown no long term trend since 1950 and in fact has shown a slight cooling trend in recent decades.,1
"Arctic sea ice has been steadily thinning, even in the last few years while the surface ice (eg - sea ice extent) increased slightly.",1
"Consequently, the total amount of Arctic sea ice in 2008 and 2009 are the lowest on record.",0
"""Twentieth century global warming did not start until  1910.",0
"By that time CO2 emissions had already risen from the expanded use  of coal that had powered the industrial revolution, and emissions only  increased slowly from 3.5gigatonnes in 1910 to under 4gigatonnes by the  end of the Second World War.",1
"With 32 years of  rapidly increasing global temperatures and only a minor increase in  global CO2 emissions, followed by 33 years of slowly cooling global  temperatures with rapid increases in global CO2 emissions, it was  deceitful for the IPCC to make any claim that CO2 emissions were  primarily responsible for observed 20th century global warming.""",0
"Even during a period of long term warming, there are short periods of cooling due to climate variability.",1
Short term cooling over the last few years is largely due to a strong La Nina phase in the Pacific Ocean and a prolonged solar minimum.,1
The IPCC blames human emissions of carbon dioxide for the last  warming.,1
Greenhouse gases have been the main contributor of warming since 1970.,1
"Furthermore, it is physically incorrect to state that the planet is simply ""recovering"" from the Little Ice Age.",1
"There are a number of forcings which affect climate (eg - stratospheric aerosols, solar variations).",1
"When all forcings are combined, they show good correlation to global temperature throughout the 20th century including the mid-century cooling period.",0
The main reason behind this mid-century cooling was global dimming due to anthropogenic sulfate aerosol emissions.,1
"When CO2 levels were higher in the past, solar levels were also lower.",0
"""Of the rise in temperature during the 20th century, the bulk occurred from 1900 to 1940.",0
"That drop in temperature came after what was described in the National Geographic as 'six decades of abnormal warmth'.""",0
Early 20th century warming was in large part due to rising solar activity and relatively quiet volcanic activity.,1
"Volcanoes have been relatively frequent and if anything, have exerted a cooling effect.",1
"""Satellite measurements indicate an absence of significant global warming since 1979, the very period that human carbon dioxide emissions have been increasing rapidly.",0
Warming trends agree well with surface temperatures and model predictions except near the Poles.,1
The global dimming trend reversed around 1990 - 15 years after the global warming trend began in the mid 1970's.,1
(Kerr 2007) points out that the sunlight-reflecting haze that cools much of the planet seems to have thinned over the past decade or so.,1
The warm and cool regions roughly balance each other out with little impact on global temperature.,0
"The world has entered a 'cold mode' which is likely to bring a global dip in temperatures which will last for 20 to 30 years, they say.",0
"A natural cycle requires a forcing, and no known forcing exists that fits the fingerprints of observed warming - except anthropogenic greenhouse gases.",1
"The minute increase of anthropogenic CO2 in the atmosphere (0.008%) was not the cause of the warming—it was a continuation of natural cycles that occurred over the past 500 years.""",0
The El Nino Southern Oscillation shows close correlation to global temperatures over the short term.,1
"However, it is unable to explain the long term warming trend over the past few decades.",0
Mount Kilimanjaro's shrinking glacier is complicated and not due to just global warming.,1
There is ample evidence that Earth's average temperature has increased in the past 100 years and the decline of mid- and high-latitude glaciers is a major piece of evidence.,0
'Gore claims the snowcap atop Africa's Mt. Kilimanjaro is shrinking and that global warming is to blame.,1
"Believers think the warming is man-made, while the skeptics believe the warming is natural and contributions from man are minimal and certainly not potentially catastrophic à la Al Gore.'",1
"The human fingerprint in global warming is evident in multiple lines of empirical evidence - in satellite measurements of outgoing infrared radiation, in surface measurements of downward infrared radiation, in the cooling stratosphere and other metrics.",1
Fundamental physics and global climate models both make testable predictions as to how the global climate should change in response to anthropogenic warming.,1
"The IPCC confirms that computer modeling predicts the existence of a tropical, mid-troposphere “hot spot” about 10km above the Earth’s surface.",1
"""The Pacific Decadal Oscillation (PDO) is a temperature pattern in the Pacific Ocean that spends roughly 20-30 years in the cool phase or the warm phase.",1
"In 1946, PDO switched to a cool phase.",1
"In 1977, PDO switched to a warm phase.",1
The long term warming trend indicates the total energy in the Earth's climate system is increasing due to an energy imbalance.,0
The atmosphere of the Earth is less able to absorb shortwave radiation from the Sun than thermal radiation coming from the surface.,1
"The effect of this disparity is that thermal radiation escaping to space comes mostly from the cold upper atmosphere, while the surface is maintained at a substantially warmer temperature.",1
"This is called the ""atmospheric greenhouse effect"", and without it the Earth's surface would be much colder.",1
"Glaciers are in rapid retreat worldwide, despite 1 error in 1 paragraph in a 3000 page IPCC report.",1
"""In 1999 New Scientist reported a comment by the leading Indian glaciologist Syed Hasnain, who said in an email interview with this author that all the glaciers in the central and eastern Himalayas could disappear by 2035.",1
Satellites and on-site measurements are observing that Himalayan glaciers are disappearing at an accelerating rate.,1
"""[T]he influence of  so-called greenhouse gases on near-surface temperature - is not yet  absolutely proven.",0
"In other words, there is as yet no incontrovertible  proof either of the greenhouse effect, or its connection with alleged  global warming.",0
"""Many people think the science of climate change is settled.",0
"The geologic record provides us with abundant evidence for such perpetual natural climate variability, from icecaps reaching almost to the equator to none at all, even at the poles.",1
Different areas of science are understood with varying degrees of certainty.,1
"For example, we have a lower understanding of the effect of aerosols while we have a high understanding of the warming effect of carbon dioxide.",0
Poorly understood aspects of climate change do not change the fact that a great deal of climate science is well understood.,1
"In the 11,400 years since the end of the last Ice Age, sea  level has risen at an average of 4 feet/century, though it is now rising  much more slowly because very nearly all of the land-based ice that is  at low enough latitudes and altitudes to melt has long since gone.""",0
Observed sea levels are actually tracking at the upper range of the IPCC projections.,1
"When accelerating ice loss from Greenland and Antarctica are factored into sea level projections, the estimated sea level rise by 2100 is between 75cm to 2 metres.",0
This small warming is  likely a result of the natural alterations in global ocean currents  which are driven by ocean salinity variations.,1
Human kind has little or nothing to do with the recent temperature changes.,0
"""The IPCC also made false predictions on the Amazon rain forests, referenced to a non peer-reviewed paper produced by an advocacy group working with the WWF.",1
The IPCC statement on Amazon rain forests is correct.,1
On a world scale coral reefs are in decline.,1
Over the last 30-40 years 80% of coral in the Caribbean have been destroyed and 50% in Indonesia and the Pacific.,1
"Over the past 250 years, humans have added just one part of CO2 in 10,000 to the atmosphere.",0
Volcanoes emit around 0.3 billion tonnes of CO2 per year.,0
"If the CO2 effect was saturated, adding more CO2 should add no additional greenhouse effect.",1
"However, satellite and surface measurements observe an enhanced greenhouse effect at the wavelengths that CO2 absorb energy.",1
This argument originates from Angstrom's work in 1901.,0
"""A July 6, 2007 study published in the journal Science about Greenland by an international team of scientists found DNA “evidence that suggests the frozen shield covering the immense island survived the Earth’s last period of global warming,” according to a Boston Globe Article.  ...",0
"[T]he study indicates “Greenland’s ice may be less susceptible to the massive meltdown predicted by computer models of climate change, the main author ... said in an interview. ...",0
Small amounts of very active substances can cause large effects.,0
"If the public were aware that man-made CO2 is so incredibly small there would be very little belief in a climate disaster ...""",0
"While methane is a more potent greenhouse gas than CO2, there is over 200 times more CO2 in the atmosphere.",1
"...Livestock are responsible for 18 per cent of the  greenhouse gases that cause global warming, more than cars, planes and  all other forms of transport put together.",1
"Burning fuel to produce fertiliser to grow feed, to  produce meat and to transport it - and clearing vegetation for grazing -  produces 9 per cent of all emissions of carbon dioxide, the most common  greenhouse gas.",1
Individual carbon dioxide molecules have a short life time of around 5 years in the atmosphere.,0
The final amount of extra CO2 that remains in the atmosphere stays there on a time scale of centuries.,1
[T]he overwhelming majority of peer-reviewed studies  [find] that CO2 in the atmosphere remained there a short time.,1
CO2 levels are measured by hundreds of stations scattered across 66 countries which all report the same rising trend.,1
"""The Keeling curve, which is widely used to show the increase in CO2 emissions, is based on data from the top of Mount Mauna Loa in Hawaii.",1
"""...the largest of all the positive or temperature-amplifying feedbacks in  the UN’s arsenal is the water-vapor feedback.",1
Neptune's orbit is 164 years so observations (1950 to present day) span less than a third of a Neptunian year.,1
"""A new storm and a new red spot on Jupiter hints at climate change, USA TODAY and dozens of other sources explained yesterday.",1
The temperatures are expected to change by as much as 10 Fahrenheit degrees at different places of the globe.,0
Jupiter's climate change is due to shifts in internal turbulence fueled from an internal heat source - the planet radiates twice as much energy as it receives from the sun.,1
"In a paper published online this week in the Journal of Geophysical Research-Atmosphere, economics professor Ross McKitrick says the resulting discrepancies may be leading to an overstatement of the role of greenhouse gases in the atmosphere.",0
"The ""decline"" refers to a decline in northern tree-rings, not global temperature, and is openly discussed in papers and the IPCC reports.",1
"""Mike's Nature trick"" has nothing to do with ""hide the decline"", instead refering to a technique by Michael Mann to plot instrumental temperature along with past reconstructions.",1
The decline in tree-ring growth is openly discussed in papers and IPCC reports.,1
The divergence of tree-ring proxies from temperatures after 1960 is openly discussed in the peer-reviewed literature and the last two IPCC assessment reports.,1
"Currently, humans are emitting around 29 billion tonnes of carbon dioxide into the atmosphere per year.",1
"""...there is the contention by Wolfgang Knorr of the Department of Earth Sciences at the University of Bristol in England that carbon dioxide levels in the atmosphere are about where they were 160 years ago."" (as quoted by Ken Ward Jr.)",0
Warming causes more moisture in the air which leads to more extreme precipitation events.,1
"Far from contradicting global warming, record snowfall is predicted by climate models and consistent with our expectation of more extreme precipitation events.",1
"There have long been claims that some unspecificed ""they"" has ""changed the name from 'global warming' to 'climate change'"".",0
Measurements of carbon isotopes and falling oxygen in the atmosphere show that rising carbon dioxide is due to the burning of fossil fuels and cannot be coming from the ocean.,1
Pluto's climate change over the last 14 years is likely a seasonal event.,1
There are a myriad of other radiative forcings that affect the planet's energy imbalance.,1
"Volcanoes, solar variations, clouds, methane, aerosols - these all change the way energy enters and/or leaves our climate.",1
"While there are many drivers of climate, CO2 is the most dominant radiative forcing and is increasing faster than any other forcing.",1
The Independent Climate Change Email Review investigated the CRU scientists' actions relating to peer review.,1
The Review concluded that CRU's actions were normal and did not threaten the integrity of peer review.,1
"While it's true that any single country's CO2 emissions reductions will make little difference, only if every nation agrees to limit CO2 emissions can we achieve significant cuts on a global scale.",1
Australia accounts for 1.5 per cent of global carbon emissions.,0
The full data for latitudes 64-90°N reveal the Arctic is warmer today than in 1940.,1
"When you account for the effects which are not reflected in the market price of fossil fuels, like air pollution and health impacts, the true cost of coal and other fossil fuels is higher than the cost of most renewable energy technologies.",1
[Wind energy] is a more expensive way of producing energy than the alternative.,0
"'Antarctic sea ice set a new record in October 2007, as photographs distributed by the National Oceanic and Atmospheric Administration showed penguins and other cold-weather creatures able to stand farther north on Southern Hemisphere sea ice than has ever been recorded.",0
The news of expanding Antarctic sea ice stole headlines from global warming alarmists who asserted Arctic sea ice had reached its lowest extent since 1979.',1
"The result did suggest the sea level  was increasing in the western Pacific, but this was offset by a drop in  the level near the Alaskan coast.",1
Humans are emitting 26 gigatonnes of CO2 into the atmosphere.,0
A number of independent studies using near-global satellite data find positive feedback and high climate sensitivity.,1
"It appears, for the entire tropics, the observed outgoing radiation fluxes increase with the increase in sea surface temperatures (SSTs).",1
"When you read Phil Jones' actual words, you see he's saying there is a warming trend",1
"'Phil Jones said that for the past 15 years there has been no ""statistically significant"" warming.",0
Dropped stations show more warming than kept stations.,1
"Two American researchers allege that U.S. government scientists have  skewed global temperature trends by ignoring readings from thousands of  local weather stations around the world, particularly those in colder  altitudes and more northerly latitudes, such as Canada.",1
"There is no way for us to prevent the world’s CO2 emissions    from doubling by 2100""",0
"The argument that solving the global warming problem by reducing human greenhouse gas emissions is ""too hard"" generally stems from the belief that (i) our technology is not sufficiently advanced to achieve significant emissions reductions,",0
"However, studies have determined that current technology is sufficient to reduce greenhouse gas emissions the necessary amount, and that we can do so without significant impact on the economy.",1
Global warming is an increasingly urgent problem.,1
The long term trend from albedo is of cooling.,1
"""Earth’s Albedo has risen in the past few years, and by doing reconstructions of the past albedo, it appears that there was a significant reduction in Earth’s albedo leading up to a lull in 1997.",1
"The most interesting thing here is that the albedo forcings, in watts/sq meter seem to be fairly large.",1
The long term trend from albedo is that of cooling.,1
"Tree-ring proxy reconstructions are reliable before 1960, tracking closely with the instrumental record and other independent proxies.",0
"Europe and Asia  emit most of the soot from burning coal, wood, dung, and diesel in open  fires or without particulate filters in stoves, chimneys, smokestacks,  and exhaust pipes.",1
"""NASA satellite data from the years 2000 through 2011 show the Earth's atmosphere is allowing far more heat to be released into space than alarmist computer models have predicted, reports a new study in the peer-reviewed science journal Remote Sensing.",0
Hansen's 1988 results are evidence that the actual climate sensitivity is about 3°C for a doubling of atmospheric CO2.,0
"'On June 23, 1988, NASA scientist James Hansen testified before the House of Representatives that there was a strong ""cause and effect relationship"" between observed temperatures and human emissions into the atmosphere.",1
"At that time, Hansen also produced a model of the future behavior of the globe’s temperature, which he had turned into a video movie that was heavily shopped in Congress.",1
But his results are evidence that the actual climate sensitivity is about 3°C for a doubling of atmospheric CO2.,0
"Had he used the currently accepted value of approximately 3°C warming for a doubling of atmospheric CO2, Hansen would have correctly projected the ensuing global warming.",1
"Global brightening is caused by changes in cloud cover, reflective aerosols and absorbing aerosols.",0
"While changes in cloud cover & aerosols lead to more sunlight hitting the surface, this can be compensated by the cooling effect on the atmosphere due to fewer clouds trapping less warmth and fewer absorbing aerosols absorbing less sunlight.",0
"satellites confirmed measurements from ground stations show a considerable, and naturally-occurring, global brightening from 1983-2001 (Pinker et al., 2005).",1
"Arctic sea ice loss is three times greater than Antarctic sea ice gain, and the amount of solar energy absorbed by the Earth is increasing as a result.",1
The motions of the massive oceans where heat is moved between deep layers and the surface provides variability on time scales from years to centuries.,1
"In fact, the authors go on to estimate climate sensitivity from their findings, calculate a value between 2.3 to 4.1°C.",0
"The Petition Project features over 31,000 scientists signing the petition stating ""there is no convincing scientific evidence that human release of carbon dioxide will, in the forseeable future, cause catastrophic heating of the Earth's atmosphere"".",0
"The fact that so many studies on climate change don't bother to endorse the consensus position is significant because scientists have largely moved from what's causing global warming onto discussing details of the problem (eg - how fast, how soon, impacts, etc).",1
"When stomata-derived CO2 (red) is compared to ice core-derived CO2 (blue), the stomata generally show much more variability in the atmospheric CO2 level and often show levels much higher than the ice cores.",1
"Arctic summer sea ice has shrunk by an area equal to Western Australia, and might be all gone in a decade.",0
"Thanks to a rapid rebound in recent months, global sea ice levels now equal those seen 29 years ago, when the year 1979 also drew to a close.",0
"In fact, the rate of increase from September onward is the fastest rate of change on record, either upwards or downwards.",0
"The data is being reported by the University of Illinois's Arctic Climate Research Center, and is derived from satellite observations of the Northern and Southern hemisphere polar regions (Daily Tech).",1
"Ice mass loss is occuring at an accelerated rate in Greenland, Antarctica and globally from inland glaciers.",1
Arctic sea ice is also falling at an accelerated rate.,1
The exception to this ice loss is Antarctic sea ice which has been growing despite the warming Southern Ocean.,1
"Together, these two unaltered [sea level] datasets indicate that global mean sea level trend has remained stable over the entire period 1992-2007, altogether eliminating the apparent 3.2 mm/year rate of sea-level rise arising from the “adjusted” data.",0
The claim sea level isn’t rising is based on blatantly doctored graphs and conspiracy theories that are contradicted by empirical observational data.,1
"The original global temperature schematic which appeared in the IPCC First Assessment Report and seemed to show the Medieval Warm Period (MWP) hotter than Present was based on the central England temperature record, and ended in the 1950s.",1
