title,label
Maxine Waters Is Getting Criminally Charged!,0
"THIS IS AMAZING: In 1984, the New York Times said Trump would be our BEST president…They forgot…..",0
The CNN porn scare is how fake news spreads,0
Breaking: Crew Of Air Force One Refuses To Fly Obama 6000 Miles ‘Just To Play Golf’ – BuzzfeedUSA,0
BREAKING: Federal Judge Grants Permission To Subpoena Trump,0
JUST IN: WaPo Reporter Who Broke News On Judge Roy Moore Story Has A Criminal History Of “Faking” * 100PercentFedUp.com,0
 Actress Emma Stone ‘For the first time in history we have a president that…,0
Lance Armstrong's defiant Twitter photo shows him relaxing with seven yellow jerseys,0
Pier 39 Terrorist Was an Anti-Trump Antifa Supporter,0
Bill Clinton’s Hitman Confesses On His Deathbed (SOURCE: HANNITY),0
WHITE SUPREMACIST WHO KILLED PROTESTER IS A DEMOCRAT AND VISITED OBAMA IN OVAL OFFICE (Updated 16.08.2017) – Newsfeed – Hasslefree allsorts,0
 What Adam Sandler is saying about Mormons,0
LAW PASSED: All Child Support in the United States Will End by Beginning of 2018,0
Alabama Secretary of State,0
"Hurricane Irma: If There Was Such A Thing As A Category 6 Hurricane, This Would Be It",0
BREAKING: PUTIN INTERFERENCE COULD GIVE COURTS LEGAL RIGHT TO MAKE HILLARY PRESIDENT,0
Texas Church Shooter Was Antifa Member Who Vowed To Start Civil War,0
dailynative.us,0
Australia Becomes First Country To Begin Microchipping Its Citizens,0
Clinton Body Count Series #5: Woman Set to Testify Against Clintons Blown Up in Home Explosion,0
Obama’s Tax- Skipping – Audit Shows Millions In Offshore Accounts,0
Washington State Legislature votes to change its name because George Washington owned Slaves,0
Kim Jong Un Dead: North Koreans Calling Trump An Assassin,0
Donald Trump signs a visa-free travel policy for Ghana,0
Bill Gates Outlines 2018 Plan To Depopulate The Planet,0
"Legendary Actor Kirk Douglas Dead, 4 Days Before His 101st Birthday",0
trueamericans.me -&nbspThis website is for sale! -&nbsptrueamericans Resources and Information.,0
BREAKING: Hillary Clinton Killed In Monster Truck Mishap,0
BREAKING: 2 Million Rounds Of Ammo That ‘Went Missing’ Under Obama Turns Up In Enemy Hands,0
"300,000 Pounds of Counterfeit Rat Meat Has Been Sold as Chicken Wings in The U.S.",0
Tulsa School closes after brutal fire.,0
BREAKING: Malia Obama SUSPENDED After Racist Anti-White Attack Goes Viral,0
McCain’s Death Bed Secret Just Came Out About Who He Killed After Skeleton Suddenly Resurfaces,0
ни чего нового как правильно,0
U.N. Official 'Accidentally' Crushes Own Throat Right Before Testifying Against Hillary Clinton,0
WE WILL RIOT! Michelle Obama’s Mom Will Receive $160k Every Year Out Of Taxpayers’ Pockets!,0
New Law Makes it Illegal to Shower and Do Laundry on Same Day,0
BREAKING: Laura Ingraham Just Fired!!,0
JUST IN TODAY: Trey Gowdy Is The NEW DIRECTOR Of The FBI!,0
BREAKING: Hilary Clinton Filed For Divorce In New York Courts!,0
Frequently Asked Questions,0
"South African firm ordered to lay off 3,389 white employees",0
Pope says that the rights of Muslim migrants trump any safety concerns that you might have with them in your country,0
A Trump fan was just charged with trying to murder Maxine Waters on same day Trump threatened her,0
IT BEGINS: California Appoints FIRST Illegal Alien to State Office – Trump Has Better Plan,0
Secret Service Agent Says Obama Is Muslim & Gay In New Tell-All Book,0
"I’ll Make Sure you are Jailed- Donald Trump Tells Ghana’s Prez Mahama ⋆ Ghana Home, Ghana News, Politics, Info, News on Ghana, Ghana",0
JUST IN: 45 States Just Banned Sharia Law. Do You Support This? – ChristmasGifts,0
President Trump Just Saved Christmas For 13 Million Retirees,0
CONFIRMED ! JUSTICE RUTH BADER GINSBURG IS RESIGNING FROM THE POST OF ASSOCIATE JUSTICE OF THE SUPREME COURT,0
FBI RAIDS OBAMA – Find Massive Secret That Was Hidden For YEARS,0
Fox News accidentally puts up a poll graphic that shows how they are the least trusted network,0
'The Daily Show's' Michelle Wolf Lands Her Own Netflix Late-Night Show (Exclusive),0
"Russian source behind Trump dossier killed in Russian plane crash, Rosatom CFO also dead. : conspiracy",0
Family's private investigator: There is evidence Seth Rich had contact with WikiLeaks prior to death,0
OBAMA’S PRIVATE ‘SECURITY’ COMPANY SETS UP MASSIVE CAMPS OUTSIDE 3 MAJOR CITIES,0
USDA approves slaughterhouses producing horse meat for human consumption,0
Delta Force Raids Obama Stronghold in Thailand,0
 accessed Aug 11,0
Bowe Bergdahl wanders off during court-martial — Duffel Blog,0
Iranian Official Drops Bombshell: Obama Secretly Gave Citizenship to 2500 Iranians as Part of Nuke Deal,0
"ISIS Lays Down Arms After Katy Perry’s Impassioned Plea To ‘Like, Just Co-Exist’",0
BREAKING: Supreme Court Sides With Trump–This Changes Everything!,0
"BREAKING: Barron Trump Rushed To The Hospital, Hospital Releases Statement On His Condition",0
International Arrest Warrant Issued for George Soros,0
George H.W. Bush has died at 94 – New York,0
Keanu on Trump travel ban: 'just terrible',0
 Wake Up America,0
Account Suspended,0
Police Discover Meth Lab In Back Room of Alabama Walmart,0
Florida passes bill legalizing recreational use of marijuana,0
Twitter Caught Leaking Donald Trump's Private Messages in Undercover Sting,0
Senate Report Admits Clinton ‘Gifted’ Children To Human Traffickers,0
Rubio: “Rape Victims Should Be In Custody If There Is Suspicion That They’re Planning Abortion”,0
Radical Muslims in Australia OFFENDED That Their Children Have to Sing the National Anthem,0
Rep. Paul Gosar Asks Capitol Police to Arrest Illegal Immigrants Attending State of the Union,0
WORSE THAN HITLER! Trey Gowdy’s Son Found In A Dumpster In DC! Murders Are Being Questioned!,0
"Donald Trump Protester Speaks Out: “I Was Paid $3,500 To Protest Trump’s Rally”",0
BREAKING: 3 Liberal Celebrities Arrested For Conspiracy To Assassinate President Trump,0
"Singer Dolly Parton: “Trump In One Year Is Already Better Than 16 Years’ of Bush, Obama ‘Put Together’, This Stupid Liberals Doing Everything To Impeach Him But We Standing With Trump now And Forever.",0
BUSTED: Russian Mansions Obama Seized Were Meant To Be Illegal Gifts To Sasha And Malia,0
Who is affected by the government shutdown?,0
Lindsey Graham Threatens To Convert To Democrat If Republicans Don’t Dump Trump – True Trumpers,0
ELECTORAL COLLEGE ELECTOR COMMITS SUICIDE TO AVOID VOTING FOR DONALD TRUMP,0
Sarah Palin Calls To Boycott Mall Of America Because “Santa Was Always White In The Bible”,0
Account Suspended,0
